1:
 num     #instances         #bytes  class name (module)
 306:           272           6528  sun.reflect.generics.tree.FormalTypeParameter (java.base@21.0.12)
 307:           116           6496  java.lang.invoke.DirectMethodHandle$StaticAccessor (java.base@21.0.12)
 308:           161           6440  java.lang.invoke.DirectMethodHandle$Special (java.base@21.0.12)
 309:           268           6432  jdk.jfr.internal.settings.BooleanValue (jdk.jfr@21.0.12)
 310:           200           6400  [Lorg.apache.tomcat.util.http.ServerCookie;
 311:           200           6400  jdk.jfr.internal.EventControl (jdk.jfr@21.0.12)
 312:           200           6400  jdk.jfr.internal.settings.EnabledSetting (jdk.jfr@21.0.12)
 313:           200           6400  org.apache.catalina.core.ApplicationFilterChain
 314:           200           6400  org.apache.coyote.http11.filters.BufferedInputFilter
 315:           200           6400  org.apache.coyote.http11.filters.IdentityOutputFilter
 316:           200           6400  org.apache.tomcat.util.buf.B2CConverter
 317:           200           6400  org.apache.tomcat.util.buf.UEncoder
 318:           198           6336  org.springframework.core.io.ClassPathResource
 319:            72           6336  tools.jackson.databind.ser.BeanPropertyWriter
 320:           261           6264  javax.management.ImmutableDescriptor (java.management@21.0.12)
 321:           256           6144  io.lettuce.core.protocol.CommandArgs$IntegerArgument
 322:           256           6144  java.beans.MethodRef (java.desktop@21.0.12)
 323:           377           6128  [Lorg.apache.kafka.common.metrics.Sensor;
 324:           153           6120  org.springframework.web.util.pattern.LiteralPathElement
 325:           254           6096  org.apache.kafka.common.metrics.stats.CumulativeSum
 326:           152           6080  org.apache.kafka.common.metrics.stats.Max
 327:           126           6048  java.lang.invoke.BoundMethodHandle$Species_LLLL (java.base@21.0.12)
 328:           108           6048  java.util.logging.Logger (java.logging@21.0.12)
 329:           189           6048  org.springframework.web.util.pattern.SeparatorPathElement
 330:           249           5976  sun.reflect.generics.scope.MethodScope (java.base@21.0.12)
 331:           248           5952  java.security.Provider$UString (java.base@21.0.12)
 332:           186           5952  java.util.concurrent.atomic.LongAdder (java.base@21.0.12)
 333:           204           5920  [Lorg.springframework.core.annotation.AnnotationTypeMapping$MirrorSets$MirrorSet;
 334:            82           5904  org.hibernate.validator.internal.metadata.descriptor.ConstraintDescriptorImpl
 335:           367           5872  tools.jackson.databind.introspect.AnnotationMap
 336:           183           5856  jdk.jfr.internal.SettingsManager$InternalSetting (jdk.jfr@21.0.12)
 337:           241           5784  java.util.Date (java.base@21.0.12)
 338:           180           5760  java.util.logging.LogManager$LogNode (java.logging@21.0.12)
 339:           357           5712  org.springframework.boot.autoconfigure.condition.ConditionEvaluationReport$ConditionAndOutcomes
 340:           142           5680  org.apache.kafka.common.metrics.stats.WindowedSum
 341:           118           5664  sun.security.util.MemoryCache$SoftCacheEntry (java.base@21.0.12)
 342:            47           5640  java.lang.Thread (java.base@21.0.12)
 343:           176           5632  org.apache.kafka.common.MetricNameTemplate
 344:           233           5616  [Ljava.lang.reflect.TypeVariable; (java.base@21.0.12)
 345:           351           5616  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@21.0.12)
 346:           348           5568  java.util.concurrent.atomic.AtomicBoolean (java.base@21.0.12)
 347:            69           5520  org.springframework.web.method.HandlerMethod
 348:            98           5488  org.springframework.boot.loader.zip.ZipCentralDirectoryFileHeaderRecord
 349:            62           5456  org.springframework.beans.PropertyDescriptorUtils$BasicPropertyDescriptor
 350:           196           5424  [Lorg.springframework.core.annotation.AnnotationTypeMapping;
 351:           135           5400  org.apache.kafka.common.protocol.Errors
 352:           336           5376  org.apache.commons.logging.impl.Slf4jLogFactory$Slf4jLocationAwareLog
 353:           224           5376  org.springframework.boot.loader.net.protocol.jar.UrlJarManifest
 354:           110           5280  java.lang.invoke.BoundMethodHandle$Species_LJ (java.base@21.0.12)
